"TOA5","36719","CR1000X","36719","CR1000X.Std.06.01","CPU:EasyFlux_DL_CR1000XOP_v3.cr1x","12308","Flux_CSFormat"
"TIMESTAMP","RECORD","FC_mass","FC_QC","FC_samples","LE","LE_QC","LE_samples","H","H_QC","H_samples","Bowen_ratio","TAU","TAU_QC","USTAR","TSTAR","TKE","TA_1_1_1","RH_1_1_1","T_DP_1_1_1","e_amb","e_sat_amb","TA_1_1_2","RH_1_1_2","T_DP_1_1_2","e","e_sat","PA","VPD","Ux","Ux_SIGMA","Uy","Uy_SIGMA","Uz","Uz_SIGMA","T_SONIC","T_SONIC_SIGMA","sonic_azimuth","WS","WS_RSLT","WD_SONIC","WD_SIGMA","WD","WS_MAX","CO2_density","CO2_density_SIGMA","H2O_density","H2O_density_SIGMA","CO2_sig_strgth_Min","H2O_sig_strgth_Min","sun_azimuth","sun_elevation","hour_angle","sun_declination","air_mass_coeff","daytime","FETCH_MAX","FETCH_90","FETCH_55","FETCH_40","UPWND_DIST_INTRST","FP_DIST_INTRST","FP_EQUATION"
"2024-01-27 11:00:00",60,-0.03825023,4,36000,18.1443,3,36000,-12.12807,3,36000,-0.6684232,0.1066294,3,0.2903678,0.03283568,0.7381737,-0.9446359,53.03961,-9.318674,0.3037364,0.5727584,1.467843,44.93486,-9.206204,0.3064237,0.6823083,99.79082,3.758847,4.26207,0.8924196,0.8870705,0.7774586,0.4887654,0.2747591,1.736678,0.1685083,346,4.430711,4.353416,11.75721,10.69847,334.2428,7.968452,781.4619,1.365039,2.417882,0.08688259,0.9475137,0.9308519,274.6554,-19.81109,98.72707,-18.44983,"NAN",0,38.35783,107.0675,54.76218,41.42575,164.413,98.36056,"Kljun et al"
"2024-01-27 11:30:00",61,-0.03687581,1,36000,16.9292,1,36000,-14.10595,1,36000,-0.833232,0.09393273,1,0.2726932,0.04071447,0.9909609,-0.8376867,52.16381,-9.429822,0.301088,0.5772579,1.561842,44.24601,-9.318113,0.3037345,0.6869509,99.70648,3.832164,4.185685,1.028143,1.23783,0.9166319,0.4872049,0.2909106,1.828687,0.2099887,346,4.470319,4.364882,16.47448,12.43973,329.5255,9.041395,780.2139,2.23258,2.395851,0.08408734,0.9466295,0.9359962,282.0825,-21.31956,106.2264,-18.44458,"NAN",0,37.4761,104.8415,53.54509,40.50111,164.413,98.43503,"Kljun et al"
"2024-01-27 12:00:00",62,-0.05443469,7,36000,24.39714,3,36000,-37.14405,3,36000,-1.522476,0.2662395,1,0.4596691,0.06376163,1.501642,-0.3608411,49.83022,-9.571627,0.2977519,0.5977308,2.025977,42.32255,-9.460821,0.300353,0.7101585,99.62418,4.098055,2.499892,0.9601417,5.310143,1.371849,0.225491,0.4465902,2.290176,0.1980177,346,5.964041,5.86918,64.78999,10.21548,281.21,11.54545,780.183,1.497046,2.365183,0.08404951,0.9475006,0.9367983,289.5948,-22.78583,113.7253,-18.43918,"NAN",0,34.65001,96.61395,49.44523,37.40589,164.413,98.96196,"Kljun et al"
"2024-01-27 12:30:00",63,-0.01981353,4,36000,25.72887,3,36000,-29.90597,3,36000,-1.16235,0.3481286,3,0.5257777,0.04490854,1.730579,-0.3568605,49.04375,-9.769284,0.2931754,0.5978846,2.016292,41.69768,-9.659301,0.2957206,0.7096567,99.56245,4.13936,2.975987,1.077928,5.544076,1.444453,0.2965769,0.4612852,2.276466,0.1842151,346,6.415966,6.292316,61.77359,11.24477,284.2264,12.56357,781.7451,1.968409,2.328784,0.08708671,0.9264106,0.9355651,297.2015,-24.18412,121.2239,-18.43371,"NAN",0,35.71148,99.16225,50.88683,38.50337,164.413,98.98194,"Kljun et al"
"2024-01-27 13:00:00",64,0.002738908,4,36000,35.20573,3,36000,-17.60581,3,36000,-0.5000837,0.2948007,4,0.4836826,0.0287212,2.046823,-0.6226556,49.59454,-9.875057,0.2908103,0.5863968,1.754387,42.13588,-9.76488,0.2933425,0.6964567,99.52923,4.031142,3.295374,1.315592,4.450984,1.484965,0.349846,0.397171,2.012548,0.1457975,346,5.729982,5.538105,53.48479,14.82247,292.5152,12.0279,781.989,3.569318,2.312236,0.1010368,0.933241,0.9290466,304.9099,-25.48911,128.7231,-18.4284,"NAN",0,36.5322,101.2305,52.01893,39.36353,164.413,98.94161,"Kljun et al"
"2024-01-27 13:30:00",65,-0.03761915,4,36000,30.38413,3,36000,-17.27776,3,36000,-0.568644,0.2511069,1,0.4461994,0.03052954,1.764288,-0.9519646,47.53961,-10.72417,0.2721334,0.5724403,1.461899,40.2693,-10.61295,0.274543,0.6819941,99.50625,4.074511,4.397258,1.444145,5.646161,1.106893,0.4262362,0.4666987,1.703305,0.1415521,346,7.272253,7.156478,52.08836,10.22015,293.9116,12.9132,781.6112,1.886173,2.166351,0.1318483,0.9446214,0.9317035,312.7222,-26.67542,136.2222,-18.42305,"NAN",0,37.97384,105.3609,54.0978,40.93417,164.413,98.65505,"Kljun et al"
"2024-01-27 14:00:00",66,-0.03813989,4,36000,38.30375,3,35999,-11.94217,3,35999,-0.3117754,0.1917019,1,0.3897025,0.0241418,1.720019,-1.30046,47.57081,-11.03506,0.2654088,0.5579971,1.137285,40.20587,-10.92289,0.2677865,0.6662534,99.46841,3.98467,4.579068,1.438617,4.636153,1.099559,0.4664338,0.401733,1.37263,0.1303339,346,6.616769,6.516254,45.35466,9.98338,300.6453,12.25989,780.7585,1.453518,2.115544,0.1182464,0.9482198,0.9052507,320.6364,-27.71914,143.721,-18.41757,"NAN",0,39.8684,110.5702,56.79004,42.97194,164.413,98.29108,"Kljun et al"
"2024-01-27 14:30:00",67,-0.09761573,1,36000,37.2986,1,36000,-16.5252,6,36000,-0.4430515,0.1822684,1,0.3796825,0.03423575,1.625125,-1.854709,46.33018,-11.87708,0.2482155,0.5357568,0.6050712,39.06177,-11.76447,0.2504658,0.6412209,99.43124,3.907551,5.158378,1.432401,4.181461,1.02003,0.5394644,0.397513,0.8247135,0.2652726,346,6.758469,6.640269,39.0288,10.71197,306.9712,12.45004,780.7671,1.806424,1.982495,0.1204436,0.9475674,0.9395373,328.6463,-28.59867,151.2198,-18.41216,"NAN",0,40.21758,111.8572,57.34613,43.38717,164.413,98.10629,"Kljun et al"
"2024-01-27 15:00:00",68,-0.08376227,1,36000,51.18616,1,36000,20.56754,1,36000,0.4018185,0.2870393,1,0.4758436,-0.03391333,1.962897,-2.727772,46.22335,-12.70827,0.2321008,0.5021696,-0.2379594,38.83205,-12.59471,0.234241,0.6031143,99.38019,3.688733,6.850548,1.360487,3.544112,1.362768,0.7089897,0.4666181,-0.03305921,0.189041,346,7.855273,7.713016,27.35465,10.90037,318.6454,11.97095,780.5992,1.567729,1.859797,0.1053185,0.949505,0.9382386,336.7406,-29.29497,158.7192,-18.40689,"NAN",0,39.34238,108.5217,55.9324,42.33326,164.413,98.6059,"Kljun et al"
"2024-01-27 15:30:00",69,-0.2328963,3,36000,68.98927,3,36000,-6.804987,8,36000,-0.09863833,0.3228758,3,0.5045719,0.01057814,3.045811,-2.989948,44.82328,-13.36197,0.2205751,0.4924935,-0.4816336,37.60054,-13.24811,0.2226245,0.5925623,99.3274,3.699377,4.996257,1.996578,4.251066,1.375145,0.5299027,0.4628984,-0.2868972,0.2821311,346,6.863298,6.560019,40.39304,17.02707,305.6069,12.19755,781.8739,2.021006,1.769213,0.1530779,0.9475536,0.9358124,344.9008,-29.79182,166.2178,-18.4014,"NAN",0,37.39433,103.2655,53.18296,40.25039,164.413,98.93111,"Kljun et al"
